movie,genre,year,link,summary,celebrity1,celebrity2,celebrity3,celebrity4,celebrity5,celebrity6,,
集结号,剧情传记历史战争,2007,"https://movie.douban.com/subject/1907464
",1948年解放战争时期，连长谷子地（张涵予饰）率领九连47名战士在汶河岸执行掩护大部队撤退的任务，团长刘泽水（胡军饰）下令，以集结号为令，听见号响就撤退。惨烈的战争在炮弹的轰鸣中开始，九连的战士死伤惨重，排长焦大鹏（廖凡饰），牺牲前说自己听见了集结号，谷子地自己没有听见，他决定死守阵地。九连打退了敌人三次进攻，炸毁二辆坦克，歼敌无数，全连除连长谷子地，47人全部阵亡。这场战争改变了谷子地的人生。由于部队改了编号，谷子地找不到组织，九连牺牲的烈士们也被认定为失踪。谷子地开始了艰难的寻找，为九连的兄弟们讨个说法，也为了探明当年集结号的真相。,冯小刚 导演,张涵予 饰 谷子地,邓超 演员,袁文康 演员,汤嬿 演员,廖凡 演员,,
蝙蝠侠：黑暗骑士 The Dark Knight,剧情动作科幻惊悚犯罪,2008,"https://movie.douban.com/subject/1851857
",从亲眼目睹父母被人杀死的阴影中走出来的“蝙蝠侠”，经历了成长之后，已经不再是那个桀骜不的孤单英雄了。在警官吉姆·戈登和检查官哈维·登特的通力帮助下，“蝙蝠侠”无后顾之忧地继续满世界的奔波，与日益增长起来的犯罪威胁做着永无休止的争斗，而他所在的高谭市，也是进展最为明显的地方，犯罪率以一种惊人的速度持续下降着，毕竟对方是能够上天入地的“蝙蝠侠”，不借两个胆子谁还敢造次呢？不过像高谭这种科技与污秽并存的城市，平静是不可能维持太久的，果不其然，新一轮的混乱很快就席卷了整个城市，人们再一被被恐慌所笼罩着，而声称愿意为这一切负责的，自然就是所有混乱的源头以及支配者--“小丑”了。先不管“小丑”掀起一个又一个犯罪的狂潮的最终目的为何，他的企图都是邪恶的，所作所为更是早就危害到了高谭市民的正常生活……其中自然包括了“蝙蝠侠”身边几个非常重要的人，而他需要做的，就是...(展开全部),克里斯托弗·诺兰 导演,克里斯蒂安·贝尔 饰 布鲁斯·韦恩 / 蝙蝠侠 Bruce Wayne / Batman,希斯·莱杰 饰 小丑 Joker,艾伦·艾克哈特 饰 哈维·丹特 Harvey Dent,迈克尔·凯恩 饰 阿尔弗雷德 Alfred,玛吉·吉伦哈尔 饰 瑞秋 Rachel,,
诺丁山 Notting Hill,喜剧爱情,1999,"https://movie.douban.com/subject/1298038
",著名影星安娜斯各特（茱莉亚罗伯茨饰）的演艺事业如日中天。一天她来到了诺丁山的一间书店，邂逅了事业爱情两失意的老板威廉萨克（休格朗特饰）。威廉认出了安娜是红极一时的明星，十分惊讶，也没想到自己会爱上这位明星，假扮记者借故约会安娜。很快两人坠入爱河，本来甜蜜的生活却一下子被发现了的记者破坏了。安娜承受着媒体的压力，需要做出决定，两人也吵了起来……,罗杰·米歇尔 导演,朱莉娅·罗伯茨 饰 Anna Scott,休·格兰特 饰 William Thacker,理查德·麦凯布 饰 Tony,瑞斯·伊凡斯 饰 Spike,詹姆斯·德雷福斯 饰 Martin,,
冰川时代 Ice Age,喜剧动画冒险,2002,"https://movie.douban.com/subject/1291578
",冰河时期降至，动物们都急着迁徙到温暖的地方及储存食物。长毛象曼弗瑞德、树獭希德、剑齿虎迪亚戈为了帮助一个人类的婴儿回到父母身边，因而也掉了动物们迁徙的队伍。三只性格各异的动物，觉得集合力量帮助婴儿。一路上，善良的曼弗瑞德总觉得迪亚戈心怀鬼胎，想吃掉婴儿，互相猜疑。他们一起经历了无数艰难险阻，终于能够真诚相对。当剑齿虎迪亚戈的同伴知道它身边正有一个婴儿，饥寒交迫的它们就想迪亚戈把婴儿交给它们当食物，迪亚戈已对可爱的小婴儿产生了感情，无法下手，而迪亚戈该如何选择呢？小婴儿又能否安全回到家中？,卡洛斯·沙尔丹哈 导演,克里斯·韦奇 导演,雷·罗马诺 配音,约翰·雷吉扎莫 配音,丹尼斯·利瑞 配音,杰克·布莱克 配音,,
阳光小美女 Little Miss Sunshine,剧情喜剧家庭,2006,"https://movie.douban.com/subject/1777612
",7岁的奥利芙，戴眼镜，小肚腩，做一夜成名的美梦，坚信自己有朝一日能当选美国小姐。爸爸，推销成功学课程的讲师，相信“世界上只有两种人，成功者和失败者”，四处贩卖他的“成功九部曲”；哥哥，自闭男，崇拜尼采，为了考上飞行学院发哑誓，九个月没有同家人说话；舅舅，自称是美国最好的普鲁斯特研究学者，同性恋，恋人和同事跑掉、失业，自杀未遂，生活混乱；爷爷（阿兰·阿尔金饰），被养老院赶出来的老流氓，满嘴脏话、吸毒；妈妈，是这个疯狂家庭唯一正常的人。在家人的支持下，奥利芙参加了“阳光小美女”的选美比赛，一家人踏上了集体寻梦的旅程。奥利芙能否如愿当选？家庭成员们怎样才能度过他们各自的危机？,乔纳森·戴顿 导演,维莱莉·法瑞斯 导演,阿比盖尔·布雷斯林 饰 Olive Hoover,格雷戈·金尼尔 饰 Richard Hoover,保罗·达诺 饰 Dwayne,艾伦·阿金 饰 Grandpa Edwin Hoover,,
心灵捕手 Good Will Hunting,剧情,1997,"https://movie.douban.com/subject/1292656
",麻省理工学院的数学教授蓝波在席上公布了一道困难的数学题，却被年轻的清洁工威尔（马特·戴蒙饰）解了出来。可是威尔却是个问题少年，成天和好朋友查克（本·阿弗莱特饰）等人四处闲逛，打架滋事。当蓝波找到这个天才的时候，他正因为打架袭警被法庭宣判送进看守所。蓝波向法官求情保释，才使他免于牢狱之灾。蓝波为了让威尔找到自己的人生目标，不浪费他的数学天赋，请了很多心理学专家为威尔做辅导，但是威尔十分抗拒，专家们都束手无策。无计可施之下，蓝波求助于他大学的好友，心理学教授尚恩（罗宾·威廉姆斯饰），希望能够帮助威尔打开心房。经过蓝波和尚恩的不懈努力，威尔渐渐敞开心胸，而好友查克的一席话，更是让他豁然开朗。,格斯·范·桑特 导演,马特·达蒙 饰 Will,罗宾·威廉姆斯 饰 Sean,本·阿弗莱克 饰 Chuckie,斯特兰·斯卡斯加德 饰 Lambeau,明妮·德里弗 饰 Skylar,,
伤城,剧情惊悚犯罪,2006,"https://movie.douban.com/subject/1867408
",总督察刘正熙（梁朝伟饰）与妻子金淑珍（徐静蕾饰）过着甜蜜生活。与刘正熙本是同事兼好友的丘建邦（金城武饰），被革去警察职务后当起了私家侦探，终日喝酒至烂醉如泥，因多年前女友自杀身亡令他久久不能忘怀，与卖酒女细凤（舒淇饰）的关系扑朔迷离。金淑珍的父亲，富豪金元胜突然被杀害，矛头直指两个无业游民，可是嫌疑人也在案发的一个星期后被杀害，警方也迅速结案。但金淑珍觉得案中疑点重重，就拜托丘建邦帮忙。随着案件的逐步抽丝剥茧，发现了意想不到的秘密，以及故意纵火企图杀死金淑珍的元凶。一个伤心的城市，到底隐藏了多少秘密在其中呢？,刘伟强 导演,麦兆辉 导演,梁朝伟 饰 刘正熙,金城武 演员,徐静蕾 演员,舒淇 演员,,
通天塔 Babel,剧情,2006,"https://movie.douban.com/subject/1498818
",在摩洛哥、墨西哥和日本发生的三个故事。理查德（布拉德·皮特饰）和妻子苏珊（凯特·布兰切特饰）因为婚姻危机，去摩洛哥旅行，苏珊在旅行车里遭遇枪击，为了医治苏珊，一车美国游客不得不在摩洛哥的小村滞留，而警方也将此次事件上升为恐怖袭击，展开了调查，其实真相却惊人的简单。理查德夫妇滞留在摩洛哥，影响到了家里的孩子们，墨西哥保姆为了参加儿子的婚礼，只能让她的侄子（盖尔·加西亚·贝纳尔饰）开车带着她和孩子们一起去，但是，从墨西哥过境回来的时候，他们遇到了麻烦，警方怀疑她绑架美国小孩，事情开始不受控制。日本，聋哑少女千惠子孤寂地生活在无声的世界中，母亲的自杀使她和父亲的沟通越发困难，由于自己的残疾，她也得不到异性的关注，性格越发叛逆。于是，她用自己的方式，和世界沟通交流。,亚历杭德罗·冈萨雷斯·伊纳里图 导演,布拉德·皮特 饰 理查德 Richard,凯特·布兰切特 饰 苏珊 Susan,盖尔·加西亚·贝纳尔 饰 圣地亚哥 Santiago,艾德里安娜·巴拉扎 饰 阿米莉亚 Amelia,菊地凛子 饰 千惠子 Chieko Wataya,,
李米的猜想,剧情爱情犯罪,2008,"https://movie.douban.com/subject/3230459
",出租车司机李米（周迅饰）嘴里一直叨叨着神秘的数字，坐她车的乘客都得回答她一个问题：见过这个男人吗？李米的男友方文已经失踪四年，然而在这四年里又一直不停地给她写信告知近况，找不到恋人的李米把他的照片贴在杂志里让人辨认，每天生活在极大的折磨下。这天她载了一对从云南来昆明等待交易的毒贩子裘水天（王宝强饰）和裘火贵，这对毒贩在交易时发现“接头人”莫名其妙坠桥而亡，慌张失措时又遇见回头找钱给他们的李米，仓皇上车的裘火贵企图从李米这里抢回损失的金钱回老家。李米利用时机报警，但随后裘水天拜托李米寻找自己的初恋小香而放走了她。这边坠桥的“接头人”撞上了马冰（邓超饰）和菲菲（王柠饰）的车头身亡，马冰和菲菲不由自主地牵扯到这宗命案里。正好被逮捕裘家兄弟的警察叶倾城（张涵予饰）和李米发现了方文的踪迹——马冰和方文长得一模一样！只是马冰对于李米的相认十分淡漠，...(展开全部),曹保平 导演,周迅 饰 李米,邓超 饰 方文 / 马冰,张涵予 饰 叶倾城,王宝强 饰 裘水天,王砚辉 饰 裘火贵,,
鬼子来了,剧情喜剧,2000,"https://movie.douban.com/subject/1291858
",第二次世界大战期间，中国河北挂甲台村的农民马大三（姜文饰）在日本人的统治下过着平静的生活。一个晚上，游击队绑架了日军陆军士兵花屋小三郎（香川照之饰）和翻译董汉臣，把他们捆绑塞入麻袋放在马大三家里，并吩咐马好好看管，几天后的大年三十来带人。马大三和村民战战兢兢地看守两人，花屋小三郎和董汉臣数次发出求救信号，皆被村民化解。半年过去了，村民们担心事情暴露，却又不敢把花屋等放了。马大三最终被董汉臣说动，把花屋和董送到了日军宪兵队驻地，以换取粮食。日军宪兵军官酒冢猪吉是花屋的同乡。他表面上对马等人客气，但背后指责花屋让皇军蒙耻并殴打了他。宪兵队整队去马的村子里和村民联欢送粮，酒到酣时却乍露杀机。,姜文 导演,姜文 饰 马大三,香川照之 饰 花屋小三郎,袁丁 饰 董汉臣,姜宏波 饰 鱼儿,丛志军 饰 五舅姥爷,,
天下无双,喜剧爱情歌舞古装,2002,"https://movie.douban.com/subject/1307323
",正德皇帝（张震）与其御妹无双（王菲）均厌倦了皇宫的单调生活，想偷偷溜出宫去看看外面的世界。无双女扮男装先行一步来到江南的梅龙镇，结识在此开店的阿龙（梁朝伟）阿凤（赵薇）兄妹后被阿龙喜欢上，她也爱上了阿龙。无双身份暴露被带回皇宫时，正德皇帝微服来到梅龙镇，并在阿凤遭遇歹徒挑衅时拔刀相助，两人结识后经过一段日子相处产生感情。因无法忍受对阿龙的思念，无双再次从宫里逃回梅龙镇，四人在店中相会，并在误会尽除后私定终生，不料遭到太后的阻拦。,刘镇伟 导演,梁朝伟 饰 李一龙,王菲 饰 无双长公主,张震 饰 正德皇帝,朱茵 饰 情比金坚,潘迪华 饰 太后,,
钢琴家 The Pianist,剧情音乐传记战争,2002,"https://movie.douban.com/subject/1296736
",史标曼（艾德里安•布洛迪AdrienBrody饰）是波兰一家电台的钢琴师。二战即将爆发之时，他们全家被迫被赶进华沙的犹太区。在战争的颠沛流离中，家人和亲戚最终被纳粹杀害，而史标曼本人也受尽种种羞辱和折磨，他侥幸得到一位朋友的帮助，暂时有了藏身之处。战争愈加猛烈，朋友不得不抛下他回老家寻得安全的住所养育儿女。此时史标曼恶病缠身，却还要在搜捕中逃亡。在废墟的阁楼上他遇见了一名德国军官，在军官的要求下他弹奏了钢琴曲。美妙的琴声令德国军官萌发了恻隐之心，他暗暗帮助史标曼直到苏军对波兰的解放到来……影片根据波兰钢琴家瓦拉迪斯罗•斯皮曼(WladyslawSzpilman)的自传体小说《死亡城市》改编。,罗曼·波兰斯基 导演,艾德里安·布洛迪 饰 Wladyslaw Szpilman,托马斯·克莱舒曼 饰 Captain Wilm Hosenfeld,艾米莉娅·福克斯 饰 Dorota,米哈乌·热布罗夫斯基 饰 Jurek,埃德·斯托帕德 饰 Henryk,,
指环王3：王者无敌 The Lord of the Rings: The Return of the King,剧情动作奇幻冒险,2003,"https://movie.douban.com/subject/1291552
",魔幻战争逐渐进入高潮阶段。霍比特人佛罗多（伊利亚·伍德ElijahWood饰）携带着魔戒，与伙伴山姆（西恩·奥斯汀SeanAstin饰）以及狡猾阴暗的咕噜等前往末日山，一路上艰难险阻不断，魔君索伦为阻止魔戒被销毁用尽全力阻挠。另一方面，白袍巫师甘道夫（伊恩·麦克莱恩IanMcKellen饰）率中土勇士们镇守刚铎首都——白城米那斯提里斯。魔兽大军压境，黑暗与光明的决战即将来临……本片是“指环王三部曲”的终结篇，根据英国作家J.R.R.托尔金（J.R.R.Tolkien）同名魔幻巨著《指环王》（TheLordoftheRings）改编，并荣获2004年第76届奥斯卡最佳影片、最佳导演、最佳改编剧本、最佳剪辑、最佳艺术指导、最佳服装设计、最佳化妆、最佳视觉效果、最佳音效、最佳配乐和最佳歌曲等11项大奖。,彼得·杰克逊 导演,伊利亚·伍德 饰 Frodo,西恩·奥斯汀 饰 Sam,维果·莫腾森 饰 Aragorn,奥兰多·布鲁姆 饰 Legolas,伊恩·麦克莱恩 饰 Gandalf,,
